Order UTM campaign,Order UTM content,Order UTM medium,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,month_start,source_file
DTC_Remarketing_catalog_PV,DTC_Retargeting_CustomCatalogue_PV30_Apr24,DTC_Retargeting_CustomCatalogue_NewPV_30Days,63,112757.61,-3606.97,0,109150.64,1519,0,0,1234.95,111904.59,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_Biryani:LoveLanguage_Feb04,DTC_SWF_Conv_TopSWFCities,63,38850.45,-1959.97,0,36890.48,2401,0,0,590.4,39881.88,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_HUFTTreats_Video_WorldOfHUFTTreats_Jan12,DTC_SaraTreats_TopStates,59,41901.96,-1977.64,0,39924.32,1862,0,0,1523.58,43309.9,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_15Sec-RightDietChangesEverything_Feb18,DTC_SWF_IG-LA2,52,17944.25,-193.05,0,17751.2,2303,0,0,255.95,20310.15,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_winter_issues_rashi_Dec23_AM,DTC_SWF_IndiaDogProducts,49,76069.82,-3092.46,0,72977.36,882,0,0,1155.65,75015.01,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video_PumpkinMeetsCarrot_Nov19,DTC_YIMT_Conv_Dog-In_PP,46,20551.94,-2032.38,0,18519.56,2009,0,0,217.9,20746.46,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_30Secs-EverythignChangesWithDiet_Feb18,DTC_SWF_Conv_478cities,42,18956.3,-551.82,0,18404.48,1617,0,0,557.24,20578.72,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_ReviewThatMatters_Dec26,DTC_SWF_Conv_478cities,34,42805.77,-2386.06,0,40419.71,882,0,0,750.17,42051.88,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
Social_Bio,IG_sales_bio,Social,30,41089.31,-963.58,0,40125.73,735,0,0,734.44,41595.17,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_SamPoppins_Nov13,DTC_Hearty_NewNonFoodAud,27,27097.9,-2149.57,0,24948.33,833,0,0,643.89,26425.22,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
{{campaign.name}},{{ad.name}},{{adset.name}},26,9554.29,-627.18,0,8927.11,1078,0,0,209.48,10214.59,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_30Secs-Anmol'sTestimonial_Feb04,DTC_SWF_Conv_478cities,24,10262.92,-1296.52,0,8966.4,980,0,0,77.47,10023.87,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Static_RealChicken&Veggies_Feb11,DTC_YIMT_Conv_Dog-In_PP,24,12954.65,-385.76,0,12568.89,931,0,0,499.31,13999.2,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_CLH_Conv_06Aug,DTC_CLH_Video_WalkMateHarness_Jan02,DTC_CLH_CONV_India_OldPerfAud,22,53699.95,-2775.05,0,50924.9,245,0,0,424.44,51594.34,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_Sara.Treat_Catalogue_May05,DTC_SaraTreats_Travel&Dog,22,23987.09,-689.31,0,23297.78,490,0,0,1111.87,24899.65,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_ForTheLoveFtWaffle-15Secs_Feb18,DTC_Hearty_NewNonFoodAud,17,12465.39,-175.88,0,12289.51,539,0,0,323.92,13152.43,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Bed&MatOld _Manual,DTC_Bed&Mats_Video_ForDeeperSleep_Jan30,DTC_Bed&Mats_Conv_DogSummer,17,49174.52,-2091.55,0,47082.97,0,0,0,2492.6,49575.57,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_CatTreats_Conv,DTC_CatTreats_Video_What'sInside_Jan30,DTC_CatTreats_CatBreeds_Jan30,15,10454.79,-37.57,0,10417.22,686,0,0,716.96,11820.18,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Static_MealsAtRs.99_Feb11,DTC_SWF_IndiaDogProducts,14,7142.2,-104.82,0,7037.38,539,0,0,0.0,7576.38,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_NutriMeow_Conv,DTC_NutriMeow_Video_Rs65MeinKyaMilega_Jan21,DTC_NutriMeow_Cat,13,8098.78,-499.54,0,7599.24,490,0,0,252.48,8341.72,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi-Video_30Sec-Riya'sTestimonial_Feb05,DTC_Meowsi_CatInt – Copy,12,8624.82,-576.13,0,8048.69,392,0,0,415.07,8855.76,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_30SecsBenefitLed_Jan21,DTC_SWF_Conv_478cities,12,6817.57,-392.48,0,6425.09,441,0,0,175.86,7041.95,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_30Sec-CatnipTreats_Feb18,DTC_Meowsi_CatInt,11,5119.77,-150.0,0,4969.77,490,0,0,65.68,5525.45,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_IntoTheWild-30Sec_Jan20,DTC_Meowsi_CatInt – Copy,10,4538.51,-349.01,0,4189.5,441,0,0,20.41,4650.91,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Static_3TemptingTextures_Feb11,DTC_Meowsi_CatInt – Copy,9,9458.72,-15.0,0,9443.72,147,0,0,164.82,9755.54,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_CLH_Conv_06Aug,DTC_CLH_Video_HarnessFtPhoebe_Feb20,DTC_CLH_CONV_India_OldPerfAud,9,14779.68,0.0,0,14779.68,49,0,0,0.0,14828.68,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_HUFTTreats_Conv_Feb11,DTC_HuftDogTreats_Video_ValentneDay_Feb11,DTC_HUFTDogTreats_DogFood_Feb11,8,3824.15,-90.0,0,3734.15,343,0,0,0.0,4077.15,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_WinterPoblems_Dec11,DTC_Meowsi_CatInt,8,1509.0,0.0,0,1509.0,392,0,0,0.0,1901.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
Hearty_Kibble,Hearty_Kibble_IG_FB,Social,8,14822.14,-150.0,0,14672.14,147,0,0,33.21,14852.35,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_Video_15Sec-DogFoodNahIfUEL_jAN16,DTC_Hearty_ThirdPartyRCFarmOrAcana,8,14336.66,-479.94,0,13856.72,0,0,0,148.54,14005.26,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_RealMeat&SeaFood_Nov17,DTC_Meowsi_CatInt – Copy,7,1862.35,-14.9,0,1847.45,294,0,0,10.65,2152.1,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_HUFTTreats_Conv_Feb11,DTC_HUFTDogTreats_Static_TreatWithLove_Feb11,DTC_HUFTDogTreats_DogFood_Feb11,7,8344.72,-381.17,0,7963.55,147,0,0,0.0,8110.55,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_Biryani-LoveLanguage_Feb11,DTC_SWF_Conv_TopSWFCities,6,4333.55,-283.65,0,4049.9,196,0,0,0.0,4245.9,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_ThirdParty_Video_ValentineSpecial_Feb13,DTC_Hearty_ThirdPartyRCFarmOrAcana,5,12132.96,-353.72,0,11779.24,98,0,0,0.0,11877.24,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_ProcessFullFtMohit_Feb05,DTC_Hearty_ThirdPartyRCFarmOrAcana,5,5750.35,-214.02,0,5536.33,147,0,0,0.0,5683.33,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_CatnipTreats-15Secs_Feb18,DTC_Meowsi_CatInt – Copy,5,1798.66,-44.7,0,1753.96,245,0,0,11.69,2010.65,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Static_BenefitLed_Feb11,DTC_SWF_Conv_478cities,5,3971.8,-82.05,0,3889.75,196,0,0,165.2,4250.95,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_Winter-SuperFoods_Dec05,DTC_SaraTreats_TopStates,5,2732.42,-197.94,0,2534.48,196,0,0,0.0,2730.48,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_PhirSeChickenFtPinky_Nov24,DTC_SaraTreats_TopStates,4,4300.63,-437.25,0,3863.38,49,0,0,0.0,3912.38,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_15Secs-NoTerms&Conditions_Feb04,DTC_SWF_IG-LA2,4,1404.8,-133.65,0,1271.15,147,0,0,0.0,1418.15,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_Rs.99FtRashi_Jan16,DTC_SWF_IG-LA2,4,2009.42,-16.4,0,1993.02,147,0,0,0.0,2140.02,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SaraBoosters_Video_Bone&Supplements_Dec5,DTC_Sara_Conv_PP_Jun23 Ad Set,4,1945.0,-39.9,0,1905.1,147,0,0,0.0,2052.1,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_15Secs-Anmol'sTestimonial_Feb4,DTC_SWF_IG-LA2,4,1497.71,-60.2,0,1437.51,196,0,0,61.42,1694.93,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_CatTreats_Conv,DTC_CatTreats_Static_TreatWithLove_Feb12,DTC_CatTreats_CatBreeds_Jan30,3,1455.2,-29.14,0,1426.06,147,0,0,0.0,1573.06,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_Conv_Manual,DTC_HeartyK_Video_DogFoodChupanaKyu_Dec31,DTC_Hearty_Conv_DogHealth,3,4267.1,0.0,0,4267.1,49,0,0,0.0,4316.1,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video_Testimonials_Jan14,DTC_YIMT_Conv_Dog-In_PP,3,773.87,-83.07,0,690.8,147,0,0,68.95,906.75,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_NutriMeow_Conv,DTC_NutriMeow_Static_JUstRs65_Feb11,DTC_NutriMeow_Cat,3,849.0,-78.6,0,770.4,147,0,0,0.0,917.4,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Static_RealChicken,DTC_YIMT_Conv_Dog-In_PP,3,1294.36,-11.25,0,1283.11,98,0,0,0.0,1381.11,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_HUFTGourmetToys_Conv,DTC_HUFTToys_Static_EOSS_Jan05,DTC_HUFTGourmetToys_PetToys,3,2575.2,-219.39,0,2355.81,49,0,0,0.0,2404.81,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
Cat_food_meowsi,IG_sales_bio,Social,3,1897.96,-23.79,0,1874.17,98,0,0,24.77,1996.94,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_Sara.Treat_Catalogue_May05,DTC_SaraTreats_Travel,3,1155.36,0.0,0,1155.36,147,0,0,0.0,1302.36,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_VIdeo_30Secs-NoTerms&Conditions_Feb04,DTC_SWF_IndiaDogProducts,2,941.7,-121.9,0,819.8,98,0,0,0.0,917.8,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_YIMT_Conv_PP,DTC_YIMT_Video_PickingTheRightMunchies-Feb04,DTC_YIMT_Conv_Dog-In_PP,2,659.3,-67.5,0,591.8,98,0,0,0.0,689.8,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_30Sec-Rs.99PerMealFtRashi_Jan21,DTC_SWF_Metros_BrandFilm,2,228.0,-14.85,0,213.15,98,0,0,0.0,311.15,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_15secs-InspiredByHome_Jan21,DTC_SWF_Conv_TopSWFCities,2,5319.44,-288.83,0,5030.61,0,0,0,0.0,5030.61,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_NutriMeow_Conv,DTC_NutriMeow_Video_Cat'sStool_Dec30,DTC_NutriMeow_Cat,1,390.0,0.0,0,390.0,49,0,0,0.0,439.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_NutriMeow_Conv,DTC_Nutrimeow_Video_5ReasonsToSwitch_Feb20,DTC_NutriMeow_Cat,1,1039.7,0.0,0,1039.7,0,0,0,0.0,1039.7,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_CLH_Conv_06Aug,DTC_CLH_EOSS_Jan05,DTC_CLH_CONV_India_OldPerfAud,1,2403.0,-120.13,0,2282.87,0,0,0,0.0,2282.87,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_3PAud_Sales,DTC_Hearty_Static_DogFoodNahiFuel_Feb11,DTC_Hearty_ThirdPartyRCFarmOrAcana,1,697.3,-17.41,0,679.89,49,0,0,0.0,728.89,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_HUFTTreats_Conv_Feb11,DTC_HUFTDogTreats_Static_HealthyDogTreat_Feb11,DTC_HUFTDogTreats_DogFood_Feb11,1,373.32,-18.65,0,354.67,49,0,0,63.84,467.51,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_Conv_Manual,DTC_Hearty_Video_GravyConsistencySam_Nov6_Group_1,DTC_Hearty_Conv_DogHealth,1,1141.13,0.0,0,1141.13,0,0,0,205.4,1346.53,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Video_UTIinWinters_Dec29,DTC_Meowsi_LA-CatFood&Breeds,1,149.0,-22.35,0,126.65,49,0,0,0.0,175.65,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_15Sec-Riya'sTestimonial_Feb05,DTC_Meowsi_CatInt,1,659.0,-18.0,0,641.0,49,0,0,0.0,690.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Meowsi_Conv,DTC_Meowsi_Static_CatnipTreatsForAnxiety_Feb20,DTC_Meowsi_CatInt,1,707.75,-35.38,0,672.37,49,0,0,0.0,721.37,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_30Secs-InspiredByHome_Jan21,DTC_SWF_IndiaDogProducts,1,3159.2,-150.0,0,3009.2,0,0,0,0.0,3009.2,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_CompilationTestimonials_Jan13,DTC_SaraTreats_Travel&Dog,1,366.05,-54.9,0,311.15,49,0,0,28.0,388.15,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_SWF_Conv,DTC_SWF_Video_WeDontMakeSameFood_Dec5,DTC_SWF_Conv_478cities,1,950.0,0.0,0,950.0,0,0,0,0.0,950.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SB_Video_DogsWillBeDogs_July08,DTC_Sara_Conv_PP_Jun23 Ad Set,1,2226.0,0.0,0,2226.0,0,0,0,0.0,2226.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Bed,DTC_Bed,DTC_Bed,1,3899.0,-150.0,0,3749.0,0,0,0,0.0,3749.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara.Treats_Conv_May'24,DTC_SaraTreats_Video_CompilationTestimonials_Jan13,DTC_SaraTreats_Travel,1,109.32,-5.46,0,103.86,49,0,0,18.69,171.55,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Sara_Conv_PP_Jun23 Campaign,DTC_SaraBoosters_Video_ExtraCare_Jan22,DTC_Sara_Conv_PP_Jun23 Ad Set,1,349.0,-17.45,0,331.55,49,0,0,0.0,380.55,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_3PAud_Sales,DTC_HeartyK_Static_RealLoveTakesEffort_Feb11,DTC_Hearty_ThirdPartyRCFarmOrAcana,1,500.0,0.0,0,500.0,49,0,0,0.0,549.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
DTC_Hearty_ASC_Catalogue_Oct1,DTC_Hearty_Catalogue_HUFTFrame_Oct01,DTC_Hearty_ASC_Cat_3P,1,524.0,0.0,0,524.0,49,0,0,0.0,573.0,2026-02,dashboard_data/SWF-MetaXShopifyDashboard/Meta Shopify report with Adset data - feb_26.csv
